,Incident.month,Incident.year,Victim.injury,State,Latitude,Longitude,Site.category,Shark.length.m,Provoked/unprovoked,No.sharks,Victim.activity,Present.at.time.of.bite,Shark.behaviour,Injury.location,Injury.severity,Victim.gender,Victim.age,Diversionary.action.taken,Time.of.incident,Data.source,Shark.name
1026,2,2016,uninjured,TAS,-40.916666666666664,144.61666666666667,coastal,Unknown,unprovoked,1,boarding,['baitfish'],bumped board,['uninjured'],Unknown,M,Unknown,Unknown,1230.0,media outlet,white shark (Carcharodon carcharias)
1027,3,2016,uninjured,NSW,-31.183333333333334,152.96666666666667,coastal,Unknown,unprovoked,1,boarding,[],Unknown,[],Unknown,M,Unknown,Unknown,Unknown,media outlet,white shark (Carcharodon carcharias)
1028,3,2016,injured,SA,-37.03333333333333,139.73333333333332,coastal,Unknown,provoked,1,fishing,['catch'],eating captured ray,[],minor lacerations,M,Unknown,hit shark with fist,2330.0,media outlet,bronze whaler shark (Carcharhinus brachyurus)
1029,3,2016,uninjured,NSW,-34.03333333333333,151.15,coastal,Unknown,unprovoked,1,boarding,[],bit leg rope,['uninjured'],Unknown,M,Unknown,Unknown,1100.0,media outlet,white shark (Carcharodon carcharias)
1030,3,2016,injured,NSW,-34.65,150.85,coastal,Unknown,unprovoked,1,boarding,['baitfish'],bit victim on leg,['leg'],major lacerations,M,22.0,Unknown,1900.0,media outlet,white shark (Carcharodon carcharias)
1031,4,2016,injured,NSW,-28.633333333333333,153.6,coastal,0.8,provoked,1,swimming,[],bit victim on foot,['foot'],minor lacerations,M,12.0,Unknown,1030.0,media outlet,wobbegong (Orectolobidae)
1032,5,2016,fatal,WA,-32.583333333333336,115.63333333333334,coastal,Unknown,unprovoked,1,boarding,[],bit leg,['leg'],major lacerations,M,29.0,Unknown,Unknown,media outlet,white shark (Carcharodon carcharias)
"1033,5,2016,uninjured,NSW,-28.252766666666666,153.59218333333334,coastal,2.5,provoked,2,spearfishing,""['fishing', 'spearfishing', 'baitfish']"",contacted flipper,['uninjured'],Unknown,M,Unknown,Unknown,1730.0,media outlet,bronze whaler shark (Carcharhinus brachyurus)"
1034,6,2016,fatal,WA,-31.666666666666668,115.66666666666667,ocean,5.0,unprovoked,1,diving,[],Unknown,[],major lacerations,F,60.0,Unknown,Unknown,Unknown,white shark (Carcharodon carcharias)
"1035,6,2016,injured,WA,-23.024116666666668,113.1294,ocean,1.75,provoked,1,spearfishing,""['fishing', 'spearfishing']"",charged at speargun,[],Unknown,M,19.0,poked shark with speargun,Unknown,media outlet,grey reef shark (Carcharhinus amblyrhynchos)"
1036,6,2016,uninjured,NSW,-34.6215,150.8568,coastal,Unknown,unprovoked,1,boarding,[],dorsal fin surfaced near victim,['uninjured'],Unknown,M,Unknown,Unknown,1643.0,media outlet,Unknown
"1037,6,2016,uninjured,NSW,-28.2646,153.5777,coastal,Unknown,provoked,1,spearfishing,""['fishing', 'spearfishing']"",""hit the fins, and spearguns of victims"",['uninjured'],Unknown,M,23.0,Unknown,1630.0,media outlet,bronze whaler shark (Carcharhinus brachyurus)"
1038,7,2016,uninjured,NSW,-32.717,152.1049,coastal,Unknown,provoked,1,spearfishing,['catch'],Unknown,['uninjured'],Unknown,M,Unknown,Unknown,Unknown,Unknown,Unknown
1039,7,2016,uninjured,NSW,-28.8377,153.6044,coastal,3.0,unprovoked,1,boarding,[],Unknown,['uninjured'],Unknown,M,18.0,Unknown,1200.0,Unknown,white shark (Carcharodon carcharias)
1040,7,2016,uninjured,NSW,-28.3037,153.5742,coastal,3.0,unprovoked,1,boarding,[],circled surfer and then came back and knocked off the paddle boarder. ,['uninjured'],Unknown,M,Unknown,Unknown,740.0,Unknown,white shark (Carcharodon carcharias)
1041,9,2016,uninjured,VIC,-38.06115,144.04745,coastal,Unknown,unprovoked,1,boarding,[],Unknown,[],Unknown,M,Unknown,Unknown,Unknown,Unknown,white shark (Carcharodon carcharias)
1042,9,2016,injured,NSW,-28.866666666666667,153.58333333333334,coastal,3.5,unprovoked,1,boarding,[],bit victim on leg,['leg'],minor lacerations,M,Unknown,Unknown,Unknown,Unknown,white shark (Carcharodon carcharias)
1043,9,2016,uninjured,WA,-33.116566666666664,114.1649,coastal,Unknown,unprovoked,1,boarding,['boarding'],bumped board from below,['uninjured'],Unknown,M,Unknown,Unknown,Unknown,media outlet,white shark (Carcharodon carcharias)
"1044,10,2016,injured,QLD,-27.335,153.235,coastal,4.0,unprovoked,1,boarding,[],Unknown,""['torso', 'leg']"",minor lacerations,M,Unknown,Unknown,1800.0,media outlet,white shark (Carcharodon carcharias)"
"1045,10,2016,injured,NSW,-28.833333333333332,153.6,coastal,3.5,unprovoked,1,boarding,""['boarding', 'Nearby dolphins']"",bit board,['leg'],minor lacerations,M,20.0,Unknown,1030.0,media outlet,white shark (Carcharodon carcharias)"
1046,10,2016,injured,NSW,-33.08945,151.05876666666666,coastal,2.85,unprovoked,1,boarding,['Nearby dolphins'],bit victim on leg,['leg'],minor lacerations,M,36.0,Unknown,Unknown,media outlet,white shark (Carcharodon carcharias)
1047,10,2016,injured,QLD,-20.233333333333334,148.95,coastal,1.0,provoked,1,swimming,[],bit victim when he grabbed the shark by the tail,['arm'],minor lacerations,M,10.0,Unknown,Unknown,media outlet,lemon shark (Negaprion brevirostris)
"1048,12,2016,injured,NSW,-32.30595,152.52275,coastal,4.0,unprovoked,1,boarding,['Nearby dolphins'],shark came up under board and broke board and pulled him under by leg rope,""['arm', 'foot']"",major lacerations,M,65.0,Unknown,900.0,media outlet,white shark (Carcharodon carcharias)"
"1049,12,2016,uninjured,QLD,-12.451833333333333,143.34441666666666,river,Unknown,provoked,Unknown,spearfishing,""['fishing', 'spearfishing']"",swam towards spearfisherman,['uninjured'],Unknown,M,35.0,speared shark,Unknown,media outlet,bull shark (Carcharhinus leucas)"
"1050,12,2016,injured,WA,-21.157416666666666,114.02188333333334,coastal,Unknown,unprovoked,Unknown,snorkeling,[],victim never saw shark,""['torso', 'pelvic region']"",minor lacerations,F,Unknown,Unknown,Unknown,media outlet,whaler shark (Carcharhinidae)"
1051,12,2016,injured,WA,-31.145316666666666,115.1265,coastal,Unknown,unprovoked,Unknown,snorkeling,[],shark bit his left foot whilst he was diving,['foot'],minor lacerations,M,61.0,Unknown,Unknown,media outlet,Unknown
"1052,1,2017,injured,QLD,-9.863916666666666,144.79081666666667,island,4.0,unprovoked,Unknown,snorkeling,[],multiple bites,""['arm', 'hand', 'torso']"",major lacerations,M,55.0,Unknown,Unknown,media outlet,whaler shark (Carcharhinidae)"
1053,1,2017,injured,NSW,-36.88666666666667,149.91318333333334,deep_coast,Unknown,provoked,Unknown,swimming,[],bit foot,['foot'],minor lacerations,M,19.0,Unknown,Unknown,media outlet,wobbegong (Orectolobidae)
1054,1,2017,injured,QLD,-21.96676666666667,149.48438333333334,coastal,Unknown,unprovoked,1,swimming,[],bit hand,['hand'],minor lacerations,M,57.0,Unknown,1330.0,media outlet,Unknown
"1055,1,2017,uninjured,QLD,-10.654066666666667,142.50723333333335,coastal,2.75,provoked,1,spearfishing,""['fishing', 'spearfishing']"",Unknown,['uninjured'],Unknown,M,Unknown,pushed shark with spear,Unknown,media outlet,whaler shark (Carcharhinidae)"
1056,2,2017,uninjured,WA,-32.567,115.65,coastal,Unknown,unprovoked,1,boarding,[],surfer's board struck by 2m unknown species,[],Unknown,M,Unknown,Unknown,730.0,Unknown,Unknown
1057,2,2017,injured,QLD,-18.249483333333334,146.18393333333333,island,Unknown,unprovoked,Unknown,snorkeling,[],bit victim on leg,['leg'],major lacerations,M,25.0,Unknown,Unknown,media outlet,tiger shark (Galeocerdo cuvier)
1058,2,2017,injured,WA,-23.2411667,113.1294,coastal,Unknown,unprovoked,1,snorkeling,[],bit hand,['hand'],minor lacerations,F,Unknown,Unknown,Unknown,media outlet,bull shark (Carcharhinus leucas)
"1059,3,2017,injured,NSW,-34.60465,150.86778333333334,coastal,Unknown,unprovoked,1,boarding,[],a small shark tried to bit surfer on buttock,""['torso', 'pelvic region']"",minor lacerations,M,30.0,hit shark,1830.0,media outlet,Unknown"
1060,4,2017,uninjured,QLD,-27.052066666666665,153.05745,coastal,Unknown,unprovoked,1,boating,[],bit kayak,['uninjured'],Unknown,M,Unknown,Unknown,1500.0,media outlet,Unknown
"1061,4,2017,injured,NSW,-32.7667,152.1127,coastal,Unknown,provoked,1,boarding,[],""SURFED INTO THE SHALLOWS JUMPED OFF BOARD WHEN VICITM WAS KOCKED OVER BY SHARK AND BITTEN ON LEFT FOOT, VICTIM KICKED OUT AT SHARK THEN JUMPED UP AND LANDED ON SHARK BEFORE VICTIM AND SHARK SWAM AWAY"",['foot'],minor lacerations,M,46.0,kicked shark,1700.0,other questionnaire (DPI),grey nurse shark (Carcharius taurus)"
1062,4,2017,fatal,WA,-33.83250092,121.9968696,coastal,Unknown,unprovoked,1,boarding,[],bit board and left leg,['leg'],major lacerations,F,17.0,Unknown,1600.0,ASAF questionnaire,white shark (Carcharodon carcharias)
1063,6,2017,uninjured,NSW,-33.0775,151.0725,coastal,2.5,unprovoked,1,boarding,[],bumped board,['uninjured'],Unknown,M,Unknown,Unknown,1700.0,government report,white shark (Carcharodon carcharias)
1064,6,2017,uninjured,WA,-33.3146,115.635,coastal,4.0,unprovoked,1,boarding,[],Unknown,[],Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,white shark (Carcharodon carcharias)
"1065,8,2017,injured,VIC,-38.5367,143.9715,coastal,3.0,unprovoked,1,boarding,[],""then it kind of dived off, came back and circled me, and took a fair notch out of my board, circled me again, then it got me on my wettie, it got me on my hip."",['pelvic region'],minor lacerations,M,Unknown,Unknown,Unknown,Unknown,white shark (Carcharodon carcharias)"
1066,9,2017,injured,NSW,-29.59387,153.3322,coastal,Unknown,unprovoked,Unknown,boarding,[],Unknown,[],Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,white shark (Carcharodon carcharias)
1067,9,2017,uninjured,WA,-33.8585,114.9843,coastal,3.5,unprovoked,1,boarding,[],Unknown,[],Unknown,F,Unknown,Unknown,Unknown,Unknown,white shark (Carcharodon carcharias)
1068,9,2017,injured,WA,-20.61367,117.1863,deep_coast,1.0,unprovoked,1,swimming,[],Unknown,['leg'],Unknown,M,Unknown,Unknown,1500.0,Unknown,whaler shark (Carcharhinidae)
1069,10,2017,uninjured,SA,-35.448,138.318,coastal,4.0,unprovoked,1,boating,[],Unknown,[],Unknown,F,Unknown,Unknown,Unknown,Unknown,white shark (Carcharodon carcharias)
1070,10,2017,injured,NSW,-32.798333,152.079167,coastal,Unknown,provoked,1,boarding,[],awaiting dpi investigation,['foot'],minor lacerations,M,31.0,Unknown,900.0,Unknown,wobbegong (Orectolobidae)
1071,11,2017,injured,NSW,-33.465,151.435,coastal,2.6,unprovoked,1,boarding,[],shark approached from right hand side and knocked victim off board,['arm'],minor lacerations,M,25.0,punched shark,1600.0,Unknown,white shark (Carcharodon carcharias)
1072,12,2017,uninjured,NSW,-32.7876,152.08002,coastal,1.2,unprovoked,1,boarding,[],bumped board,[],Unknown,M,Unknown,Unknown,540.0,Unknown,grey nurse shark (Carcharius taurus)
1073,1,2018,injured,WA,-16.4683,123.5353,fish_farm,Unknown,provoked,1,swimming,[],Unknown,[],Unknown,M,Unknown,Unknown,Unknown,Unknown,bull shark (Carcharhinus leucas)
1074,1,2018,injured,NSW,-34.425072,150.893143,island,3.5,unprovoked,1,snorkeling,[],shark approached from behind and bit victims fin which came off,[],surface wound,F,28.0,Unknown,900.0,Unknown,white shark (Carcharodon carcharias)
1075,1,2018,injured,WA,-33.8416,115.0221,coastal,Unknown,unprovoked,Unknown,boarding,[],sufer was sitting on his board when he was bitten on the heal by shark. ,['foot'],minor lacerations,M,Unknown,Unknown,1800.0,Unknown,wobbegong (Orectolobidae)
1076,1,2018,injured,QLD,-14.668,145.4638,island,2.0,provoked,1,snorkeling,[],Unknown,[],major lacerations,M,Unknown,Unknown,Unknown,Unknown,grey reef shark (Carcharhinus amblyrhynchos)
"1077,2,2018,uninjured,WA,-32.5361,115.7424,coastal,Unknown,provoked,1,spearfishing,""['fishing', 'spearfishing']"",Unknown,[],Unknown,M,14.0,Unknown,Unknown,Unknown,whaler shark (Carcharhinidae)"
"1078,2,2018,injured,NSW,-34.67,150.84,coastal,2.0,unprovoked,1,standing,[],Unknown,""['leg', 'foot']"",minor lacerations,M,35.0,Unknown,1620.0,Unknown,whaler shark (Carcharhinidae)"
1079,2,2018,injured,WA,-31.7789,115.7326,coastal,0.4,unprovoked,1,swimming,[],bit her on left shin,['calf'],minor lacerations,F,17.0,Unknown,Unknown,Unknown,wobbegong (Orectolobidae)
1080,2,2018,injured,WA,-33.5638,115.0629,coastal,Unknown,provoked,Unknown,snorkeling,[],hard part of leg,['leg'],minor lacerations,M,Unknown,Unknown,Unknown,Unknown,wobbegong (Orectolobidae)
1081,2,2018,injured,NSW,-33.993,151.1753,coastal,3.0,unprovoked,1,swimming,[],Unknown,['leg'],major lacerations,F,55.0,Unknown,1900.0,Unknown,white shark (Carcharodon carcharias)
"1082,3,2018,uninjured,WA,-34.2256,115.0609,coastal,2.0,provoked,1,snorkeling,[],""swam towards diver who poked shark with snare, shark bit snare and swam off"",['uninjured'],Unknown,M,Unknown,Unknown,Unknown,Unknown,tiger shark (Galeocerdo cuvier)"
1083,3,2018,injured,VIC,-38.37,144.28,coastal,2.0,unprovoked,1,boarding,[],Unknown,['foot'],minor lacerations,M,18.0,slapped shark,Unknown,Unknown,bronze whaler shark (Carcharhinus brachyurus)
1084,4,2018,injured,WA,-33.8416,115.0221,coastal,3.0,unprovoked,1,boarding,['Dead whale'],bit board 3 times,['thigh'],minor lacerations,M,41.0,Unknown,1440.0,Unknown,white shark (Carcharodon carcharias)
1085,4,2018,injured,WA,-33.8416,115.0221,coastal,4.0,unprovoked,1,boarding,['Dead whale'],Unknown,['calf'],major lacerations,M,37.0,Unknown,Unknown,Unknown,white shark (Carcharodon carcharias)
1086,4,2018,uninjured,WA,-33.9825,114.9922,coastal,3.0,unprovoked,1,boarding,['Dead whale'],hit board from below,['uninjured'],Unknown,M,60.0,Unknown,930.0,Unknown,white shark (Carcharodon carcharias)
1087,5,2018,uninjured,WA,-33.8416,115.0221,coastal,4.0,unprovoked,1,boarding,[],hit board from underneath and lifted surfer off board and then swam away,['uninjured'],Unknown,F,Unknown,Unknown,1130.0,Unknown,white shark (Carcharodon carcharias)
"1088,6,2018,injured,NSW,-30.296,153.11,coastal,Unknown,unprovoked,1,boarding,[],Unknown,""['foot', 'calf']"",minor lacerations,M,19.0,Unknown,Unknown,Unknown,wobbegong (Orectolobidae)"
"1089,6,2018,uninjured,NSW,-28.84,153.601,coastal,Unknown,unprovoked,1,boarding,[],""witness saw him knocked off, but didn’t see the shark. shark took bite out of back of board - left tooth in board."",['uninjured'],Unknown,M,37.0,Unknown,Unknown,government report,white shark (Carcharodon carcharias)"
1090,9,2018,injured,QLD,-20.25,148.9333,coastal,Unknown,unprovoked,1,swimming,[],Unknown,[],major lacerations,F,Unknown,Unknown,Unknown,Unknown,tiger shark (Galeocerdo cuvier)
1091,9,2018,injured,QLD,-20.25,148.9333,coastal,Unknown,unprovoked,1,swimming,[],Unknown,[],major lacerations,F,Unknown,Unknown,Unknown,Unknown,tiger shark (Galeocerdo cuvier)
1092,9,2018,injured,NT,-13.97,136.5933,island,Unknown,unprovoked,1,Unknown,[],Unknown,[],Unknown,M,17.0,Unknown,Unknown,Unknown,bull shark (Carcharhinus leucas)
1093,10,2018,injured,NSW,-32.7667,152.0833,coastal,Unknown,provoked,1,swimming,[],Unknown,[],Unknown,M,Unknown,Unknown,Unknown,Unknown,wobbegong (Orectolobidae)
"1094,11,2018,fatal,QLD,-20.25,148.9333,coastal,Unknown,unprovoked,1,boarding,[],Unknown,""['arm', 'leg']"",Unknown,M,Unknown,Unknown,Unknown,Unknown,Unknown"
1095,11,2018,injured,NSW,-33.37,151.4859,coastal,Unknown,unprovoked,1,boarding,[],laying on body board facing out to sea and bitten on ankle from behind,['foot'],punctures,M,28.0,shook foot,1640.0,Unknown,wobbegong (Orectolobidae)
1096,11,2018,injured,NSW,-28.8632,153.5944,coastal,2.6,unprovoked,1,boarding,[],bit board from below,['thigh'],minor lacerations,M,43.0,hit shark with board,645.0,Unknown,white shark (Carcharodon carcharias)
1097,11,2018,uninjured,QLD,-26.791,153.139,coastal,Unknown,unprovoked,1,Unknown,[],Unknown,[],Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,tiger shark (Galeocerdo cuvier)
"1098,11,2018,injured,NSW,-34.830278,150.7561,coastal,Unknown,unprovoked,1,boarding,[],shark never sighted,""['hand', 'leg']"",minor lacerations,M,24.0,Unknown,1300.0,Unknown,wobbegong (Orectolobidae)"
"1099,11,2018,injured,NT,-12.1825,136.7819,coastal,Unknown,provoked,1,spearfishing,""['fishing', 'spearfishing']"",Unknown,""['arm', 'leg']"",major lacerations,M,17.0,Unknown,1000.0,Unknown,whaler shark (Carcharhinidae)"
1100,11,2018,injured,WA,-32.6036,115.6304,coastal,Unknown,unprovoked,1,boarding,['baitfish'],laying on body board facing out to sea and bitten on ankle from behind,['foot'],minor lacerations,M,20.0,Unknown,900.0,Unknown,grey nurse shark (Carcharius taurus)
1101,12,2018,injured,NSW,-30.643181,153.008839,deep_coast,Unknown,unprovoked,Unknown,Unknown,[],Unknown,[],Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1102,12,2018,injured,NSW,-33.425018,151.342224,coastal,1.0,provoked,1,swimming,[],Unknown,['foot'],minor lacerations,M,68.0,Unknown,1100.0,Unknown,wobbegong (Orectolobidae)
1103,1,2019,injured,WA,-31.989,115.7526,coastal,Unknown,unprovoked,1,swimming,[],Unknown,['foot'],minor lacerations,F,15.0,Unknown,1130.0,Unknown,wobbegong (Orectolobidae)
"1104,2,2019,uninjured,WA,-33.6702,114.9951,coastal,Unknown,provoked,1,spearfishing,""['fishing', 'Dead whale']"",shark ramming into the diver,[],Unknown,M,27.0,thrust his speargun at the shark,Unknown,Unknown,white shark (Carcharodon carcharias)"
1105,2,2019,uninjured,NSW,-30.452,152.8979,deep_coast,Unknown,unprovoked,1,boarding,[],Unknown,[],Unknown,M,50.0,Unknown,615.0,Unknown,Unknown
1106,2,2019,injured,NT,-13.8611,136.8116,ocean,Unknown,provoked,1,Unknown,[],Unknown,[],Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,whitetip reef shark (Triaenodon obesus)
1107,2,2019,injured,NSW,-28.6337,153.6003,coastal,Unknown,unprovoked,1,boarding,[],Unknown,['leg'],major lacerations,M,41.0,Unknown,640.0,Unknown,white shark (Carcharodon carcharias)
"1108,3,2019,injured,QLD,-18.156,147.48,island,Unknown,unprovoked,1,snorkeling,[],bit buttocks and upper leg,""['thigh', 'pelvic region']"",major lacerations,M,25.0,Unknown,1230.0,Unknown,grey reef shark (Carcharhinus amblyrhynchos)"
"1109,4,2019,injured,NSW,-32.7501,152.1459,coastal,Unknown,provoked,1,spearfishing,""['fishing', 'spearfishing']"",bite arm,['arm'],minor lacerations,M,18.0,Unknown,1400.0,Unknown,grey nurse shark (Carcharius taurus)"
"1110,5,2019,injured,QLD,-24.7293,152.101,coastal,Unknown,unprovoked,1,swimming,[],bite to leg,""['foot', 'calf']"",minor lacerations,M,53.0,Unknown,1620.0,Unknown,Unknown"
1111,6,2019,uninjured,TAS,-43.6523,146.277,island,Unknown,provoked,1,diving,[],shark charging diver multiple times over 20 minute period.,[],Unknown,M,Unknown,Unknown,Unknown,Unknown,white shark (Carcharodon carcharias)
1112,6,2019,injured,NSW,-28.7999,153.58,coastal,Unknown,unprovoked,1,Unknown,[],Unknown,[],Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,whaler shark (Carcharhinidae)
1113,7,2019,injured,QLD,-11.9667,143.2333,coastal,Unknown,provoked,2,snorkeling,['fishing'],Unknown,['leg'],major lacerations,F,21.0,Unknown,1830.0,Unknown,tiger shark (Galeocerdo cuvier)
"1114,7,2019,injured,NSW,-33.8005,151.2979,coastal,Unknown,unprovoked,1,swimming,""['fishing', 'spearfishing']"",Unknown,""['torso', 'leg']"",major lacerations,M,54.0,Unknown,530.0,Unknown,grey nurse shark (Carcharius taurus)"
